wl	n	k
300.9000000	1.6300000	0.0291000
301.7000000	1.6290000	0.0287000
302.4000000	1.6290000	0.0283000
303.1000000	1.6280000	0.0279000
303.9000000	1.6280000	0.0275000
304.6000000	1.6280000	0.0271000
305.4000000	1.6270000	0.0267000
306.1000000	1.6270000	0.0264000
306.9000000	1.6260000	0.0260000
307.7000000	1.6260000	0.0256000
308.4000000	1.6250000	0.0252000
309.2000000	1.6250000	0.0249000
310.0000000	1.6250000	0.0245000
310.7000000	1.6240000	0.0242000
311.5000000	1.6240000	0.0238000
312.3000000	1.6230000	0.0235000
313.1000000	1.6230000	0.0231000
313.9000000	1.6220000	0.0228000
314.7000000	1.6220000	0.0224000
315.5000000	1.6220000	0.0221000
316.3000000	1.6210000	0.0218000
317.1000000	1.6210000	0.0214000
317.9000000	1.6200000	0.0211000
318.7000000	1.6200000	0.0208000
319.5000000	1.6190000	0.0204000
320.4000000	1.6190000	0.0201000
321.2000000	1.6190000	0.0198000
322.0000000	1.6180000	0.0195000
322.9000000	1.6180000	0.0192000
323.7000000	1.6170000	0.0189000
324.6000000	1.6170000	0.0186000
325.4000000	1.6160000	0.0183000
326.3000000	1.6160000	0.0180000
327.1000000	1.6160000	0.0177000
328.0000000	1.6150000	0.0174000
328.9000000	1.6150000	0.0171000
329.7000000	1.6140000	0.0168000
330.6000000	1.6140000	0.0165000
331.5000000	1.6130000	0.0163000
332.4000000	1.6130000	0.0160000
333.3000000	1.6120000	0.0157000
334.2000000	1.6120000	0.0154000
335.1000000	1.6120000	0.0152000
336.0000000	1.6110000	0.0149000
336.9000000	1.6110000	0.0147000
337.8000000	1.6100000	0.0144000
338.8000000	1.6100000	0.0141000
339.7000000	1.6090000	0.0139000
340.6000000	1.6090000	0.0136000
341.6000000	1.6090000	0.0134000
342.5000000	1.6080000	0.0131000
343.4000000	1.6080000	0.0129000
344.4000000	1.6070000	0.0127000
345.4000000	1.6070000	0.0124000
346.3000000	1.6060000	0.0122000
347.3000000	1.6060000	0.0120000
348.3000000	1.6050000	0.0117000
349.3000000	1.6050000	0.0115000
350.2000000	1.6050000	0.0113000
351.2000000	1.6040000	0.0111000
352.2000000	1.6040000	0.0109000
353.2000000	1.6030000	0.0107000
354.2000000	1.6030000	0.0104000
355.3000000	1.6020000	0.0102000
356.3000000	1.6020000	0.0100000
357.3000000	1.6020000	0.0098300
358.3000000	1.6010000	0.0096300
359.4000000	1.6010000	0.0094300
360.4000000	1.6000000	0.0092300
361.5000000	1.6000000	0.0090400
362.5000000	1.5990000	0.0088500
363.6000000	1.5990000	0.0086700
364.7000000	1.5990000	0.0084800
365.7000000	1.5980000	0.0083000
366.8000000	1.5980000	0.0081200
367.9000000	1.5970000	0.0079400
369.0000000	1.5970000	0.0077700
370.1000000	1.5960000	0.0075900
371.2000000	1.5960000	0.0074200
372.3000000	1.5960000	0.0072600
373.4000000	1.5950000	0.0070900
374.6000000	1.5950000	0.0069300
375.7000000	1.5940000	0.0067700
376.9000000	1.5940000	0.0066100
378.0000000	1.5930000	0.0064600
379.2000000	1.5930000	0.0063000
380.3000000	1.5930000	0.0061500
381.5000000	1.5920000	0.0060000
382.7000000	1.5920000	0.0058600
383.9000000	1.5910000	0.0057100
385.0000000	1.5910000	0.0055700
