wl	n
0.2066	0.503999788208
0.21089508319	0.554820958015
0.215279458439	0.611868931581
0.219754982075	0.670439250054
0.224323549012	0.726540962221
0.228987093564	0.776528284552
0.233747590255	0.816935367231
0.238607054657	0.844330284417
0.243567544248	0.855169339166
0.248631159276	0.846331283615
0.253800043655	0.819421746645
0.259076385867	0.793290349699
0.264462419893	0.812406498312
0.269960426156	0.917874624205
0.275572732488	1.10452403555
0.281301715116	1.3192280026
0.287149799665	1.49071987712
0.293119462189	1.56281898694
0.299213230217	1.51422846209
0.305433683824	1.35789297802
0.311783456723	1.1252243269
0.318265237381	0.850147360074
0.324881770154	0.578743734444
0.331635856454	0.389430467307
0.338530355932	0.290153837234
0.345568187689	0.236246300885
0.352752331512	0.203455932597
0.360085829136	0.181911029181
0.367571785533	0.167145320914
0.375213370223	0.156810410983
0.383013818621	0.149517310499
0.390976433402	0.144378231562
0.399104585903	0.14079705276
0.407401717548	0.138360408352
0.415871341306	0.13677535281
0.42451704318	0.135831121397
0.433342483722	0.135374458563
0.442351399584	0.135293095369
0.451547605104	0.135504373517
0.460934993913	0.135947250214
0.470517540592	0.136576592738
0.480299302349	0.137359060305
0.49028442074	0.138270105886
0.50047712342	0.139291778649
0.510881725935	0.140411104466
0.521502633549	0.141618886884
0.532344343107	0.142908815745
0.543411444943	0.144276801957
0.554708624818	0.145720479208
0.56624066591	0.14723882938
0.578012450835	0.148831899984
0.590028963715	0.150500590304
0.602295292289	0.152246489084
0.614816630068	0.154071751047
0.627598278532	0.155979002845
0.640645649374	0.15797127141
0.653964266795	0.160051929504
0.667559769839	0.162224654538
0.681437914784	0.164493397713
0.695604577575	0.16686236126
0.710065756315	0.169335982084
0.724827573806	0.171918920521
0.739896280135	0.174616053216
0.755278255329	0.177432469347
0.770980012047	0.180373469619
0.787008198346	0.183444567534
0.803369600489	0.186651492603
0.820071145824	0.190000195192
0.837119905712	0.193496852774
0.854523098523	0.197147877428
0.872288092693	0.200959924413
0.890422409845	0.204939901727
0.908933727968	0.20909498055
0.927829884674	0.213432606509
0.947118880514	0.217960511702
0.966808882365	0.22268672745
0.986908226887	0.227619597745
1.00742542406	0.232767793366
1.02836916076	0.238140326666
1.0497483045	0.243746567006
1.07157190709	0.24959625685
1.09384920857	0.25569952852
1.11658964103	0.262066921616
1.13980283269	0.268709401126
1.16349861191	0.275638376222
1.18768701137	0.282865719789
1.21237827235	0.290403788672
1.237582849	0.298265444708
1.26331141285	0.306464076529
1.28957485725	0.315013622189
1.31638430203	0.323928592641
1.34375109819	0.333224096088
1.37168683271	0.34291586325
1.40020333347	0.353020273578
1.42931267422	0.363554382448
1.45902717974	0.37453594939
1.48935943101	0.385983467363
1.52032227059	0.397916193147
1.55192880799	0.41035417887
1.58419242529	0.42331830473
1.61712678277	0.436830312947
1.65074582469	0.450912842992
1.6850637852	0.46558946815
1.72009519439	0.480884733448
1.75585488439	0.496824195013
1.7923579957	0.513434460902
1.82961998359	0.530743233453
1.86765662461	0.548779353227
1.90648402331	0.567572844566
1.94611861905	0.587154962849
1.98657719294	0.607558243483
2.02787687497	0.628816552695
2.07003515123	0.650965140174
2.11306987137	0.674040693628
2.15699925609	0.698081395311
2.2018419049	0.723126980572
2.24761680399	0.749218798497
2.29434333425	0.776399874689
2.34204127949	0.804714976256
2.39073083481	0.834210679055
2.44043261516	0.86493543726
2.49116766405	0.8969396553
2.54295746248	0.930275762233
2.59582393804	0.964998288602
2.64978947414	1.00116394583
2.70487691958	1.03883170822
2.76110959812	1.07806289757
2.81851131845	1.11892127047
2.8771063842	1.16147310837
2.93691960427	1.20578731039
2.99797630331	1.2519354889
3.06030233246	1.29999206797
3.1239240803	1.3500343847
3.188868484	1.40214279337
3.25516304072	1.45640077249
3.32283581931	1.51289503483
3.39191547211	1.57171564019
3.46243124716	1.63295611116
3.53441300053	1.69671355174
3.60789120897	1.76308876868
3.68289698284	1.83218639568
3.75946207926	1.9041150203
3.83761891556	1.97898731348
3.91740058299	2.05692016158
3.99884086078	2.13803480095
4.08197423038	2.22245695475
4.1668358901	2.31031697193
4.25346176999	2.40174996825
4.34188854708	2.49689596911
4.43215366088	2.59590005391
4.52429532923	2.69891250186
4.61835256454	2.80608893878
4.71436519021	2.9175904847
4.81237385758	3.03358390194
4.91242006309	3.15424174321
5.01454616587	3.2797424994
5.11879540566	3.4102707466
5.22521192114	3.54601729182
5.3338407686	3.68717931696
5.44472794102	3.83396052043
5.55792038754	3.98657125569
5.67346603336	4.14522866629
5.79141379999	4.31015681644
5.91181362602	4.48158681645
6.0347164882	4.6597569423
6.16017442306	4.84491274827
6.28824054896	5.03730717188
6.41896908852	5.23720063004
6.55241539166	5.44486110543
6.68863595894	5.66056422192
6.82768846557	5.88459330802
6.96963178576	6.11723944697
7.11452601772	6.3588015123
7.26243250901	6.60958618758
7.41341388261	6.86990796887
7.56753406337	7.14008914852
7.72485830511	7.42045977894
7.88545321822	7.71135761469
8.04938679789	8.01312803146
8.21672845289	8.32612392049
8.38754903495	8.65070555663
8.56192086874	8.98724043875
8.73991778256	9.33610310082
8.92161513952	9.69767489212
9.10708986948	10.0723437251
9.29642050165	10.4605037896
9.48968719778	10.8625552319
9.68697178616	11.2789037969
9.88835779621	11.7099604336
10.0939304939	12.1561408611
10.3037769178	12.6178650954
10.517985916	13.0955569356
10.7366481837	13.5896434094
10.9598563014	14.1005541777
11.1877047746	14.6287208969
11.4202900733	15.1745765412
11.6577106731	15.738554683
11.9000670968	16.3210887347
12.1474619572	16.92261115
12.4	17.5435525892
