wl	n	k
413.3	1.991	0.1441
414.7	1.992	0.1428
416.1	1.992	0.1415
417.5	1.992	0.1402
418.9	1.992	0.1389
420.3	1.992	0.1377
421.7	1.992	0.1364
423.2	1.992	0.1351
424.6	1.992	0.1338
426.1	1.992	0.1325
427.5	1.992	0.1312
429	1.992	0.1299
430.5	1.992	0.1286
432	1.991	0.1273
433.5	1.991	0.126
435	1.991	0.1247
436.6	1.991	0.1235
438.1	1.991	0.1222
439.7	1.991	0.1209
441.2	1.991	0.1196
442.8	1.991	0.1183
444.4	1.99	0.117
446	1.99	0.1158
447.6	1.99	0.1145
449.2	1.99	0.1132
450.9	1.99	0.1119
452.5	1.989	0.1107
454.2	1.989	0.1094
455.8	1.989	0.1081
457.5	1.989	0.1069
459.2	1.988	0.1056
460.9	1.988	0.1044
462.6	1.988	0.1031
464.4	1.988	0.1019
466.1	1.987	0.1007
467.9	1.987	9.94E-02
469.6	1.987	9.82E-02
471.4	1.986	9.70E-02
473.2	1.986	9.57E-02
475	1.985	9.45E-02
476.9	1.985	9.33E-02
478.7	1.985	9.21E-02
480.6	1.984	9.09E-02
482.4	1.984	8.97E-02
484.3	1.983	8.85E-02
486.2	1.983	8.73E-02
488.1	1.982	8.61E-02
490.1	1.982	8.50E-02
492	1.982	8.38E-02
494	1.981	8.26E-02
495.9	1.981	8.15E-02
497.9	1.98	8.03E-02
499.9	1.98	7.92E-02
502	1.979	7.81E-02
504	1.979	7.69E-02
506.1	1.978	7.58E-02
508.1	1.977	7.47E-02
510.2	1.977	7.36E-02
512.3	1.976	7.25E-02
514.5	1.976	7.14E-02
516.6	1.975	7.03E-02
518.8	1.975	6.92E-02
520.9	1.974	6.82E-02
523.1	1.973	6.71E-02
525.4	1.973	6.61E-02
527.6	1.972	6.50E-02
529.9	1.971	6.40E-02
532.1	1.971	6.29E-02
534.4	1.97	6.19E-02
536.7	1.969	6.09E-02
539.1	1.969	5.99E-02
541.4	1.968	5.89E-02
543.8	1.967	5.79E-02
546.2	1.967	5.69E-02
548.6	1.966	5.60E-02
551	1.965	5.50E-02
553.5	1.965	5.41E-02
556	1.964	5.31E-02
558.5	1.963	5.22E-02
561	1.962	5.12E-02
563.6	1.962	5.03E-02
566.1	1.961	4.94E-02
568.7	1.96	4.85E-02
571.4	1.959	4.76E-02
574	1.959	4.67E-02
576.7	1.958	4.59E-02
579.4	1.957	4.50E-02
582.1	1.956	4.41E-02
584.8	1.956	4.33E-02
587.6	1.955	4.25E-02
590.4	1.954	4.16E-02
593.2	1.953	4.08E-02
596.1	1.952	4.00E-02
599	1.952	3.92E-02
601.9	1.951	3.84E-02
604.8	1.95	3.76E-02
607.8	1.949	3.69E-02
610.8	1.948	3.61E-02
613.8	1.948	3.53E-02
616.8	1.947	3.46E-02
619.9	1.946	3.39E-02
623	1.945	3.31E-02
626.2	1.944	3.24E-02
629.4	1.943	3.17E-02
632.6	1.943	3.10E-02
635.8	1.942	3.03E-02
639.1	1.941	2.96E-02
642.4	1.94	2.90E-02
645.8	1.939	2.83E-02
649.1	1.938	2.77E-02
652.6	1.938	2.70E-02
656	1.937	2.64E-02
659.5	1.936	2.57E-02
663	1.935	2.51E-02
666.6	1.934	2.45E-02
670.2	1.933	2.39E-02
673.8	1.932	2.33E-02
677.5	1.932	2.28E-02
681.2	1.931	2.22E-02
685	1.93	2.16E-02
688.8	1.929	2.11E-02
692.7	1.928	2.05E-02
696.5	1.927	2.00E-02
700.5	1.926	1.94E-02
704.5	1.925	1.89E-02
708.5	1.925	1.84E-02
712.6	1.924	1.79E-02
716.7	1.923	1.74E-02
720.8	1.922	1.69E-02
725.1	1.921	1.65E-02
729.3	1.92	1.60E-02
733.6	1.919	1.55E-02
738	1.919	1.51E-02
742.4	1.918	1.46E-02
746.9	1.917	1.42E-02
751.4	1.916	1.38E-02
756	1.915	1.33E-02
760.6	1.914	1.29E-02
765.3	1.913	1.25E-02
770.1	1.912	1.21E-02
774.9	1.912	1.17E-02
779.8	1.911	1.13E-02
784.7	1.91	1.10E-02
789.7	1.909	1.06E-02
794.8	1.908	1.02E-02
799.9	1.907	9.90E-03
805.1	1.906	9.55E-03
810.4	1.906	9.21E-03
815.7	1.905	8.89E-03
821.1	1.904	8.56E-03
826.6	1.903	8.25E-03
