300	32.770365	6.403465
305	39.079803	7.720257
310	45.583929	9.540912
315	51.463935	11.230692
320	56.509553	12.5461
325	60.779656	13.451713
330	64.279139	13.792824
335	66.991857	13.753437
340	69.077501	13.51378
345	70.902488	13.17791
350	72.390621	12.755275
355	73.575472	12.24438
360	74.516556	11.691778
365	75.092768	11.13861
370	75.852769	10.620392
375	76.275017	10.06456
380	76.857985	9.621128
385	77.315533	9.268652
390	77.896777	8.984025
395	78.736444	8.760066
400	79.472876	8.562602
405	80.188944	8.372321
410	80.793115	8.19391
415	81.326488	8.010696
420	81.850418	7.844939
425	82.162923	7.690641
430	82.635641	7.554549
435	82.810635	7.445902
440	83.115103	7.364825
445	83.137063	7.306663
450	83.294104	7.272287
455	83.256518	7.267987
460	83.464825	7.295114
465	83.418712	7.358003
470	83.341819	7.451977
475	83.262345	7.574702
480	83.205895	7.737585
485	82.911707	7.947874
490	82.657573	8.124076
495	82.566425	8.366663
500	82.262952	8.64569
505	82.106795	8.93576
510	81.787476	9.257946
515	81.55164	9.604411
520	81.131835	9.97473
525	80.757471	10.36977
530	80.169698	10.789886
535	79.650475	11.232931
540	79.25333	11.693562
545	78.78799	12.174998
550	78.28363	12.672813
555	77.626456	13.185608
560	77.173986	13.721958
565	76.600924	14.269627
570	76.016092	14.829153
575	75.456454	15.403051
580	74.858662	15.98547
585	74.234138	16.585152
590	73.689926	17.184544
595	73.149667	17.803569
600	72.518217	18.427559
605	71.88907	19.053367
610	71.208313	19.691057
615	70.497585	20.336495
620	69.995346	20.976512
625	69.323128	21.626546
630	68.638431	22.285155
635	68.061135	22.941406
640	67.326925	23.599347
645	66.564809	24.268581
650	65.964732	24.921876
655	65.468776	25.591667
660	64.779749	26.26094
665	64.178499	26.915284
670	63.471752	27.576658
675	62.847331	28.235346
680	62.148784	28.896683
685	61.477726	29.542069
690	60.79799	30.203573
695	60.176504	30.857402
700	59.782531	31.501944
705	59.063191	32.139806
710	58.461886	32.790075
715	57.771815	33.421958
720	57.136754	34.048603
725	56.527045	34.683753
730	55.891016	35.30974
735	55.236852	35.927119
740	54.631379	36.541134
745	54.085408	37.161079
750	53.630717	37.756092
755	53.005744	38.357012
760	52.310813	38.937561
765	51.884681	39.526789
770	51.207221	40.106269
775	50.651357	40.685058
780	50.097762	41.261292
785	49.556196	41.808804
790	49.076849	42.388573
795	48.480356	42.951172
800	47.893047	43.47386
805	47.306451	44.013771
810	46.920517	44.532512
815	46.294047	45.062362
820	45.863662	45.575572
825	45.347113	46.089256
830	44.844281	46.583916
835	44.326564	47.093068
840	43.876006	47.564277
845	43.336862	48.087686
850	42.960177	48.570398
855	42.397275	49.040677
860	42.028461	49.517197
865	41.514878	49.964942
870	41.054838	50.411002
875	40.674873	50.873754
880	40.245179	51.321118
885	39.981448	51.740666
890	39.409857	52.188358
895	39.049427	52.613055
900	39.083927	52.582103
905	38.659114	53.041751
910	38.258204	53.563265
915	37.884885	53.926487
920	37.454587	54.287021
925	37.06146	54.765042
930	36.664881	55.1532
935	36.311272	55.560712
940	35.947319	55.918142
945	35.559919	56.339948
950	35.171686	56.771015
955	34.798385	57.148058
960	34.449887	57.541225
965	34.104476	57.885087
970	33.753705	58.282489
975	33.41093	58.631459
980	33.090494	58.969254
985	32.760965	59.331645
990	32.428696	59.663694
995	32.085779	60.01105
1000	31.783516	60.334269
1005	31.493612	60.681586
1010	31.175511	61.036167
1015	30.838773	61.326966
1020	30.534118	61.65302
1025	30.229724	61.99235
1030	29.937773	62.295336
1035	29.673261	62.609202
1040	29.400262	62.93464
1045	29.109423	63.234315
1050	28.83117	63.538917
1055	28.549312	63.803687
1060	28.28031	64.080334
1065	28.034111	64.369033
1070	27.743462	64.639797
1075	27.480722	64.913275
1080	27.222744	65.18418
1085	26.976299	65.437298
1090	26.709347	65.684804
1095	26.444232	65.949643
1100	26.219099	66.205952
1105	25.980678	66.462185
1110	25.748729	66.70954
1115	25.530219	66.946801
1120	25.283781	67.204767
1125	25.075825	67.436882
1130	24.844381	67.669269
1135	24.599074	67.901044
1140	24.39308	68.127941
1145	24.190764	68.356091
1150	23.969511	68.560181
1155	23.747892	68.789464
1160	23.541432	68.986387
1165	23.337307	69.219011
1170	23.139132	69.415461
1175	22.935399	69.631088
1180	22.737256	69.814503
1185	22.554991	70.042702
1190	22.353651	70.300721
1195	22.147257	70.508754
1200	21.954804	70.707304
1205	21.779006	70.912427
1210	21.59646	71.095195
1215	21.420704	71.292575
1220	21.246513	71.458312
1225	21.072144	71.613522
1230	20.899426	71.808381
1235	20.726353	72.009191
1240	20.54437	72.188224
1245	20.362618	72.371615
1250	20.191288	72.544644
1255	20.033059	72.709679
1260	19.8854	72.858521
1265	19.734855	73.011176
1270	19.568031	73.189482
1275	19.407485	73.336274
1280	19.261965	73.486409
1285	19.096067	73.676891
1290	18.936961	73.808667
1295	18.78901	73.978328
1300	18.64562	74.086947
1305	18.504778	74.231766
1310	18.371165	74.358219
1315	18.222929	74.50782
1320	18.078787	74.67898
1325	17.936293	74.791133
1330	17.786412	74.925535
1335	17.645353	75.098818
1340	17.518405	75.225104
1345	17.395873	75.349793
1350	17.266338	75.470268
1355	17.144286	75.544922
1360	17.014898	75.665988
1365	16.860602	75.739173
1370	16.715467	75.913121
1375	16.585118	76.050718
1380	16.449832	76.137668
1385	16.315923	76.278677
1390	16.182598	76.395648
1395	16.047446	76.557819
1400	15.92948	76.663178
1405	15.815392	76.797311
1410	15.694681	76.876929
1415	15.580981	76.992174
1420	15.473955	77.134367
1425	15.358292	77.243199
1430	15.248902	77.347565
1435	15.152423	77.435206
1440	15.046063	77.551511
1445	14.944809	77.654799
1450	14.84183	77.75666
1455	14.740227	77.846592
1460	14.656622	77.973991
1465	14.56392	78.077616
1470	14.45758	78.183762
1475	14.363959	78.250346
1480	14.266919	78.374061
1485	14.167824	78.46488
1490	14.071289	78.571165
1495	13.97779	78.65592
1500	13.88305	78.782953
1505	13.782638	78.881333
1510	13.68306	78.960048
1515	13.587447	79.061811
1520	13.496703	79.142324
1525	13.409813	79.241756
1530	13.327182	79.304548
1535	13.235728	79.433284
1540	13.139594	79.509559
1545	13.05628	79.592357
1550	12.968991	79.68199
1555	12.882714	79.780472
1560	12.804274	79.875145
1565	12.717194	79.943627
1570	12.635549	80.05247
1575	12.560271	80.115426
1580	12.481966	80.195038
1585	12.395355	80.258934
1590	12.314911	80.323828
1595	12.240522	80.407527
1600	12.165072	80.45361
1605	12.083711	80.492277
1610	12.001358	80.606436
1615	11.924926	80.69494
1620	11.857043	80.761761
1625	11.775637	80.826786
1630	11.701027	80.874047
1635	11.628119	80.935187
1640	11.554238	80.97002
1645	11.486889	81.080463
1650	11.418314	81.16717
1655	11.349741	81.221974
1660	11.270627	81.301554
1665	11.202883	81.386314
1670	11.136585	81.396933
1675	11.06521	81.457975
1680	11.006781	81.532008
1685	10.93703	81.60568
1690	10.871284	81.647069
1695	10.803212	81.695864
1700	10.733153	81.818905
1705	10.669144	81.853131
1710	10.603409	81.926465
1715	10.550268	81.972641
1720	10.487568	82.063111
1725	10.417536	82.158631
1730	10.361137	82.222942
1735	10.298787	82.301141
1740	10.233773	82.357501
1745	10.17423	82.406131
1750	10.116489	82.454538
1755	10.056427	82.494057
1760	10.000164	82.547287
1765	9.939923	82.614375
1770	9.882071	82.704361
1775	9.82766	82.757446
1780	9.765147	82.77981
1785	9.70843	82.815278
1790	9.663801	82.906336
1795	9.608507	82.984778
1800	9.562177	83.016553
1805	9.510888	83.113667
1810	9.463104	83.175594
1815	9.405571	83.185364
1820	9.354905	83.213879
1825	9.305216	83.259255
1830	9.247785	83.342138
1835	9.185934	83.403268
1840	9.128386	83.383862
1845	9.066753	83.400489
1850	9.018013	83.490583
1855	8.982785	83.543467
1860	8.941016	83.576078
1865	8.898592	83.628489
1870	8.836934	83.599843
1875	8.766678	83.596506
1880	8.718275	83.664118
1885	8.67083	83.80905
1890	8.651017	83.852638
1895	8.602956	83.870875
1900	8.554143	83.928608
1905	8.509055	83.933203
1910	8.456676	84.024758
1915	8.407844	84.01671
1920	8.369663	84.021689
1925	8.323038	84.103879
1930	8.292379	84.133811
1935	8.250788	84.137525
1940	8.191802	84.193362
1945	8.144352	84.287824
1950	8.100341	84.3196
1955	8.063319	84.370107
1960	8.016535	84.424336
1965	7.979336	84.469821
1970	7.944812	84.545423
1975	7.908478	84.594892
1980	7.872086	84.585759
1985	7.828609	84.674144
1990	7.785863	84.769023
1995	7.750066	84.840135
2000	7.656828	84.896044
2005	7.609115	84.842538
2010	7.584166	84.907786
2015	7.539664	85.025886
2020	7.530088	85.054929
2025	7.454184	85.065816
2030	7.416907	85.095462
2035	7.390908	85.188329
2040	7.346209	85.277391
2045	7.340297	85.332759
2050	7.29253	85.375946
2055	7.241095	85.354197
2060	7.171017	85.330144
2065	7.122681	85.412312
2070	7.125009	85.448768
2075	7.125524	85.468701
2080	7.046911	85.474445
2085	7.03028	85.532264
2090	7.017799	85.49199
2095	6.985803	85.466319
2100	6.934777	85.55304
2105	6.917458	85.537274
2110	6.847454	85.495512
2115	6.832009	85.60319
2120	6.810629	85.662916
2125	6.726845	85.627981
2130	6.747937	85.67481
2135	6.734269	85.643161
2140	6.670359	85.716765
2145	6.621506	85.821147
2150	6.587685	85.834781
2155	6.565306	85.762925
2160	6.480016	85.807997
2165	6.46744	85.87196
2170	6.444892	85.921405
2175	6.399245	85.974869
2180	6.366151	86.003742
2185	6.326509	86.136319
2190	6.292818	86.076796
2195	6.249437	86.152603
2200	6.243547	86.070078
2205	6.238642	86.253425
2210	6.178553	86.170777
2215	6.134768	86.205887
2220	6.091748	86.159091
2225	6.068957	86.290929
2230	6.045315	86.117057
2235	6.027807	86.186381
2240	6.031888	86.404276
2245	6.002892	86.419318
2250	5.970369	86.324839
2255	5.940932	86.430759
2260	5.948336	86.534889
2265	5.910142	86.379231
2270	5.889956	86.534675
2275	5.872552	86.590087
2280	5.82558	86.845994
2285	5.814483	86.460132
2290	5.799686	86.446198
2295	5.784447	86.71799
2300	5.72756	86.541905
2305	5.726799	86.883486
2310	5.711906	86.773312
2315	5.691907	87.040197
2320	5.686247	86.817263
2325	5.627579	87.094754
2330	5.560191	87.07999
2335	5.563081	86.902559
2340	5.544365	87.119601
2345	5.544787	86.895238
2350	5.451065	87.277285
2355	5.471406	87.042817
2360	5.445852	87.205522
2365	5.440331	86.98985
2370	5.441757	86.990146
2375	5.320043	87.128271
2380	5.348602	86.968381
2385	5.295802	87.214357
2390	5.353034	86.854518
2395	5.281375	87.075904
2400	5.204102	87.108549
2405	5.235743	86.938116
2410	5.219731	87.360787
2415	5.17398	87.057955
2420	5.103064	87.079539
2425	5.09456	87.474053
2430	5.089256	86.97371
2435	5.064116	87.301032
2440	5.049925	87.279529
2445	5.005583	87.32537
2450	4.974101	87.493015
2455	4.979706	86.97324
2460	4.946198	87.326825
2465	4.862326	87.673001
2470	4.890685	87.773501
2475	4.845475	87.059881
2480	4.834029	87.307481
2485	4.827993	87.862719
2490	4.801194	87.31287
2495	4.797431	87.69752
2500	4.731206	87.326319
