1810	0.008
1815	0.015
1820	0.017
1825	0.006
1830	0.021
1835	0.008
1840	0.005
1845	0.022
1850	-0.002
1855	0.009
1860	0.022
1865	-0.002
1870	0.018
1875	0.019
1880	-0.004
1885	0.025
1890	0.019
1895	-0.002
1900	0.030
1905	0.019
1910	0.002
1915	0.035
1920	0.017
1925	0.001
1930	0.037
1935	0.013
1940	-0.004
1945	0.040
1950	0.018
1955	-0.001
1960	0.041
1965	0.016
1970	-0.016
1975	0.032
1980	0.022
1985	-0.022
1990	0.023
1995	0.036
2000	-0.022
2005	0.006
2010	0.045
2015	-0.013
2020	-0.013
2025	0.045
2030	0.010
2035	-0.025
2040	0.036
2045	0.041
2050	-0.019
2055	0.011
2060	0.056
2065	0.004
2070	-0.010
2075	0.055
2080	0.047
2085	-0.010
2090	0.024
2095	0.063
2100	0.010
2105	-0.005
2110	0.065
2115	0.078
2120	0.029
2125	0.060
2130	0.133
2135	0.106
2140	0.040
2145	0.069
2150	0.109
2155	0.071
2160	0.040
2165	0.078
2170	0.086
2175	0.026
2180	0.024
2185	0.090
2190	0.085
2195	0.013
2200	0.005
2205	0.063
2210	0.065
2215	0.013
2220	0.028
2225	0.101
2230	0.113
2235	0.071
2240	0.086
2245	0.148
2250	0.159
2255	0.125
2260	0.127
2265	0.166
2270	0.173
2275	0.123
2280	0.102
2285	0.143
2290	0.167
2295	0.130
2300	0.101
2305	0.140
2310	0.181
2315	0.157
2320	0.121
2325	0.147
2330	0.207
2335	0.216
2340	0.166
2345	0.133
2350	0.158
2355	0.186
2360	0.170
2365	0.130
2370	0.130
2375	0.166
2380	0.177
2385	0.143
2390	0.120
2395	0.145
2400	0.176
2405	0.164
2410	0.125
2415	0.120
2420	0.155
2425	0.179
2430	0.167
2435	0.166
2440	0.217
2445	0.294
2450	0.299
2455	0.233
2460	0.163
2465	0.142
2470	0.152
2475	0.149
2480	0.112
2485	0.083
2490	0.094
2495	0.125
2500	0.136
2505	0.108
2510	0.078
2515	0.084
2520	0.120
2525	0.135
2530	0.111
2535	0.074
2540	0.070
2545	0.095
2550	0.122
2555	0.126
2560	0.103
2565	0.072
2570	0.073
2575	0.099
2580	0.107
2585	0.098
2590	0.075
2595	0.062
2600	0.075
