200	0.993
205	0.990
210	0.981
215	0.975
220	0.974
225	0.977
230	0.981
235	0.987
240	0.990
245	0.990
250	0.985
255	0.978
260	0.969
265	0.960
270	0.956
275	0.955
280	0.956
285	0.956
290	0.956
295	0.955
300	0.954
305	0.950
310	0.948
315	0.881
320	0.484
325	0.253
330	0.174
335	0.147
340	0.137
345	0.123
350	0.107
355	0.098
360	0.088
365	0.073
370	0.057
375	0.047
380	0.042
385	0.037
390	0.036
395	0.036
400	0.032
405	0.029
410	0.026
415	0.025
420	0.025
425	0.024
430	0.021
435	0.022
440	0.019
445	0.018
450	0.017
455	0.018
460	0.016
465	0.016
470	0.016
475	0.013
480	0.014
485	0.013
490	0.013
495	0.011
500	0.012
505	0.012
510	0.012
515	0.012
520	0.011
525	0.012
530	0.011
535	0.011
540	0.010
545	0.009
550	0.011
555	0.011
560	0.010
565	0.011
570	0.010
575	0.009
580	0.010
585	0.010
590	0.010
595	0.009
600	0.007
605	0.009
610	0.009
615	0.007
620	0.008
625	0.010
630	0.010
635	0.007
640	0.009
645	0.007
650	0.008
655	0.005
660	0.006
665	0.005
670	0.006
675	0.006
680	0.006
685	0.006
690	0.005
695	0.006
700	0.005
705	0.002
710	0.006
715	0.004
720	0.005
725	0.004
730	0.005
735	0.004
740	0.004
745	0.004
750	0.004
755	0.007
760	0.006
765	0.001
770	0.002
775	0.004
780	0.006
785	0.007
790	0.010
795	0.012
800	0.013
805	0.010
810	0.007
815	0.001
820	-0.003
825	-0.004
830	0.001
835	0.005
840	0.007
845	0.001
850	0.002
855	0.003
860	0.002
865	0.003
870	0.003
875	0.003
880	0.003
885	0.003
890	0.007
895	0.007
900	0.005
905	0.005
910	0.004
915	0.004
920	0.004
925	0.004
930	0.004
935	0.003
940	0.004
945	0.004
950	0.003
955	0.004
960	0.003
965	0.003
970	0.003
975	0.004
980	0.003
985	0.003
990	0.003
995	0.002
1000	0.001
1005	0.001
1010	0.002
1015	0.002
1020	0.001
1025	0.001
1030	0.001
1035	0.001
1040	0.001
1045	0.001
1050	0.001
1055	0.001
1060	0.001
1065	0.001
1070	0.000
1075	0.000
1080	0.000
1085	0.000
1090	-0.001
1095	-0.001
1100	0.000
1105	0.000
1110	0.000
1115	0.000
1120	0.001
1125	0.002
1130	0.003
1135	0.003
1140	0.003
1145	0.002
1150	0.002
1155	0.001
1160	0.001
1165	0.001
1170	0.000
1175	0.000
1180	0.001
1185	0.000
1190	0.000
1195	0.000
1200	0.000
1205	-0.001
1210	0.000
1215	0.000
1220	0.000
1225	-0.001
1230	-0.001
1235	-0.001
1240	-0.001
1245	-0.001
1250	-0.001
1255	-0.001
1260	-0.001
1265	-0.001
1270	-0.001
1275	-0.001
1280	-0.002
1285	-0.002
1290	-0.002
1295	-0.001
1300	-0.002
1305	-0.001
1310	-0.002
1315	-0.001
1320	-0.001
1325	-0.001
1330	-0.001
1335	-0.001
1340	-0.001
1345	-0.001
1350	0.001
1355	0.002
1360	0.001
1365	0.001
1370	0.002
1375	0.002
1380	0.002
1385	0.001
1390	0.001
1395	0.002
1400	0.003
1405	0.004
1410	0.004
1415	0.003
1420	0.004
1425	0.004
1430	0.003
1435	0.004
1440	0.002
1445	0.002
1450	0.001
1455	0.001
1460	0.001
1465	0.000
1470	0.001
1475	0.001
1480	0.000
1485	0.000
1490	0.000
1495	0.000
1500	-0.001
1505	-0.001
1510	-0.001
1515	-0.001
1520	-0.001
1525	-0.001
1530	-0.001
1535	-0.002
1540	-0.001
1545	-0.001
1550	0.000
1555	0.000
1560	0.000
1565	-0.001
1570	0.000
1575	-0.001
1580	-0.001
1585	0.000
1590	0.000
1595	0.001
1600	0.000
1605	0.001
1610	0.002
1615	0.004
1620	0.005
1625	0.006
1630	0.007
1635	0.010
1640	0.014
1645	0.021
1650	0.033
1655	0.046
1660	0.061
1665	0.068
1670	0.064
1675	0.054
1680	0.044
1685	0.037
1690	0.032
1695	0.027
1700	0.024
1705	0.024
1710	0.024
1715	0.023
1720	0.021
1725	0.020
1730	0.019
1735	0.019
1740	0.018
1745	0.016
1750	0.015
1755	0.013
1760	0.012
1765	0.012
1770	0.012
1775	0.010
1780	0.010
1785	0.010
1790	0.010
1795	0.012
1800	0.011
1805	0.024
